抓取批次,候选编号,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,文档类型,质量分,入库状态,建议动作,原文链接,来源列表页
20260502_020427,CAND-C5C9AD710008,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年1月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-03-13,2018-03-13,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134155.html,https://scb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-12E5A6E39949,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《2018年度山东省电力安全监管检查计划》的通知 2018-03-14,2018-03-14,电力安全,HTML,46,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110363.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_9.html
20260502_020427,CAND-BE1738C16828,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年2月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-04-10,2018-04-10,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134156.html,https://scb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-9787AAB3CFB3,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年3月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-05-03,2018-05-03,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134157.html,https://scb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-831776C4F2C5,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,关于印发福建省“十三五”新一轮农村电网改造升级规划执行情况重点问题监管工作方... 2018-07-18,2018-07-18,电网,HTML,46,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221173.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-72217C06A049,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,关于开展2017年电费结算情况专项监管检查“回头看”和2018年上半年电费结算情况专... 2018-08-15,2018-08-15,结算,HTML,46,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221177.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-8E741198C814,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆区域电力市场信息披露管理办法（征求意见稿）》意见的通知 2018-09-14,2018-09-14,电力市场,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116213.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-6D68323C02E5,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场优先保障及偏差处理结算方案（征求意见稿）》意见的通知 2018-10-29,2018-10-29,电力市场;结算,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116221.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-3BA930461CE0,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东光伏电站并网运行管理实施细则(征求意见稿)》意见建议的通知 2018-10-30,2018-10-30,实施细则,HTML,46,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110381.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_8.html
20260502_020427,CAND-8F411493C61F,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布2018年10月-2019年4月新疆区域热电联产机组调峰性能核定结果的通知 2018-11-07,2018-11-07,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116225.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-923C8E61C433,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,关于福建省电力市场交易相关合同示范文本(修订稿)公开征求意见的通知（闽监能市场... 2018-11-09,2018-11-09,电力市场,HTML,46,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221193.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-68232303DD0D,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于四川电力市场和电力价格成本监管专家库人选的公示 2018-11-30,2018-11-30,电力市场,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134171.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-7D1B9897E04C,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场监管实施细则（征求意见稿）》意见的通知 2018-12-03,2018-12-03,电力市场;实施细则;市场监管,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116235.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-8500C82C5A24,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于贯彻落实电力安全生产行动计划（2018-2020年）等文件的实施意见 2018-12-25,2018-12-25,电力安全,HTML,46,低分候选,暂不回填,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120203.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_32.html
20260502_020427,CAND-8654F78CEF65,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,新疆能源监管办关于推荐电力安全监管专家的通知 2019-02-02,2019-02-02,电力安全,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116260.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_28.html
20260502_020427,CAND-5E551622D248,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场售电公司履约保函实施办法（征求意见稿）》意见的通知 2019-03-01,2019-03-01,电力市场,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116268.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_28.html
20260502_020427,CAND-33837A404FE0,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于成立西北（陕宁青）电力安全专家委员会主任委员会的通告 2019-03-25,2019-03-25,电力安全,HTML,46,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147516.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-88C00BD2E35F,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场结算调整方案（征求意见稿）》意见的通知 2019-04-03,2019-04-03,电力市场;结算,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116271.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_28.html
20260502_020427,CAND-11091D9B117A,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于黔东南州全丰实业有限责任公司等2家售电公司成为贵州省电力市场售电主体相关信息的公示 2019-04-03,2019-04-03,电力市场,HTML,46,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3696.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-3DA8FAC9F7B0,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于征求蒙西电网火电“两个细则”条款修订（征求意见稿）意见的函 2019-06-17,2019-06-17,电网,HTML,46,低分候选,暂不回填,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120235.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-327E6F6127D5,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,新疆能源监管办关于印发《天中直流配套新能源发电企业与新疆区域燃煤自备电厂调峰替代交易实... 2019-09-26,2019-09-26,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116325.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-01669F624FA3,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示新疆区域2019-2020年燃煤火电机组调峰性能核定结果的通知 2019-09-30,2019-09-30,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116327.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-5AA4A7C00479,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布新疆区域2019-2020年燃煤火电机组调峰性能核定结果的通知 2019-10-16,2019-10-16,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116331.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-F9800EDACD54,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场信息报送实施细则（征求意见稿）意见的通知 2019-11-08,2019-11-08,电力市场;实施细则,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116345.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-9B12C3587A27,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年辅助服务补偿及并网运行考核年度清算情况》进行公... 2019-12-11,2019-12-11,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134204.html,https://scb.nea.gov.cn/dtyw/tzgg/index_27.html
20260502_020427,CAND-67ADF7ED26DF,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,转发全国电力安全生产委员会办公室关于做好疫情防控电力供应保障工作的通知 2020-02-01,2020-02-01,电力安全,HTML,46,低分候选,暂不回填,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32168.html,https://jsb.nea.gov.cn/dtyw/tz/index_4.html
20260502_020427,CAND-818828E118EF,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示新疆区域2020-2021年燃煤火电机组调峰性能核定结果的通知 2020-09-27,2020-09-27,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116433.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_17.html
20260502_020427,CAND-0FDFEACD6A1E,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于做好国庆中秋假期电力安全防范工作的通知 2020-09-30,2020-09-30,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75842.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_6.html
20260502_020427,CAND-5307E587B9DC,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布新疆区域2020-2021年燃煤火电机组调峰性能核定结果的通知 2020-10-16,2020-10-16,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116437.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_17.html
20260502_020427,CAND-429F55DBA5BA,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于做好第三届中国国际进口博览会电力安全协同保障工作的通知 2020-11-03,2020-11-03,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75847.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_6.html
20260502_020427,CAND-5B95C7C31C5A,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于做好2020年世界互联网大会•互联网发展论坛电力安全保障工作的通知 2020-11-20,2020-11-20,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75852.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_6.html
20260502_020427,CAND-74422C6DAC3F,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局综合司关于进一步加强电力安全生产的紧急通知 2020-11-26,2020-11-26,电力安全,HTML,46,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221243.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-43B5BAD7ACE6,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电力市场结算调整方案（征求意见稿）》意见的通知 2020-12-08,2020-12-08,电力市场;结算,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116449.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_16.html
20260502_020427,CAND-4D2A8CF1D3F8,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于做好迎峰度冬期间供电服务和2021年元旦春节期间人民满意用电工作的通知 2020-12-31,2020-12-31,迎峰度冬,HTML,46,低分候选,暂不回填,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32193.html,https://jsb.nea.gov.cn/dtyw/tz/index_3.html
20260502_020427,CAND-61B6B9BEE656,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于认真做好2021年元旦春节期间电力安全生产工作的通知 2020-12-31,2020-12-31,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75856.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_6.html
20260502_020427,CAND-15B225DF5D07,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局 华北电网公司 市电力公司关于调整2020年天津市统调电厂优先发电...2020-12-31,2020-12-31,电网,HTML,46,低分候选,暂不回填,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202107/t20210713_5508097.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_19.html
20260502_020427,CAND-D3F3D0082ABC,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2019年辅助服务补偿及并网运行考核年度清算情况》进行公... 2021-02-01,2021-02-01,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134234.html,https://scb.nea.gov.cn/dtyw/tzgg/index_25.html
20260502_020427,CAND-23C0DA89B654,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于做好2021年全国“两会”期间电力安全保障工作的通知 2021-02-25,2021-02-25,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75863.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_5.html
20260502_020427,CAND-5E4B2FE2150C,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,四川能源监管办听取四川电网2021年度运行方式汇报 2021-04-14,2021-04-14,电网,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134251.html,https://scb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-337FFEDB640E,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于征求《新疆电网热电联产机组发电调峰能力核定管理办法（征求意见稿）》意见的通知 2021-07-30,2021-07-30,调峰;电网,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116498.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_12.html
20260502_020427,CAND-754E426C5BB7,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局 华北电网公司 市电力公司关于印发2021年天津市统调电厂优先发电...2021-08-24,2021-08-24,电网,HTML,46,低分候选,暂不回填,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202108/t20210824_5550342.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_16.html
20260502_020427,CAND-24DDBDB28099,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,四川省新型储能发展规划（2022-2025）比选公告,2021-09-24,新型储能,HTML,46,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/c106095/2021/9/24/9787e9e0def94a33a64392f5e21a8bb1.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_45.shtml
20260502_020427,CAND-F9DBB75AB93D,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示新疆区域2021-2022年燃煤火电机组调峰性能核定结果的通知 2021-10-09,2021-10-09,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116509.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_12.html
20260502_020427,CAND-30E2E1517DE9,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《南方区域“两个细则”（2020年版）》一次调频有关条款修订意见的通知 2021-10-11,2021-10-11,调频,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245698.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_28.html
20260502_020427,CAND-A0662B66460D,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布新疆区域2021-2022年燃煤火电机组调峰性能核定结果的通知 2021-10-19,2021-10-19,调峰,HTML,46,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116510.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_12.html
20260502_020427,CAND-8ECD84FDDE9B,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,国家能源局南方监管局 广东省能源局关于进一步做好广东省电力安全生产齐抓共管工作... 2021-12-30,2021-12-30,电力安全,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245721.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_27.html
20260502_020427,CAND-2550850C1DA7,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于公开征求《贵州电力中长期交易规则》（征求意见稿）的函.pdf 2021-12-31,2021-12-31,交易规则;中长期,HTML,46,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3810.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_25.html
20260502_020427,CAND-812F684BE83B,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于进一步加强元旦春节期间电力安全生产工作的通知 2022-01-14,2022-01-14,电力安全,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134279.html,https://scb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-FCD9BEE7E947,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2020年辅助服务补偿及并网运行考核年度清算情况》进行公... 2022-01-21,2022-01-21,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134282.html,https://scb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-024A9C9FD328,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2021年10月辅助服务补偿及并网运行考核情况》进行公示的... 2022-01-21,2022-01-21,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134281.html,https://scb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-57117C5BD64E,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2021年11月辅助服务补偿及并网运行考核情况》进行公示的... 2022-02-25,2022-02-25,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134288.html,https://scb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-5D34DFD3C0A2,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于《华中区域电力市场信息披露办法（征求意见稿）》公开征... 2022-02-28,2022-02-28,电力市场,HTML,46,低分候选,暂不回填,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165571.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_9.html
20260502_020427,CAND-4E21712C6E29,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《南方区域电力并网运行管理实施细则》《南方区域电力辅助服务管理实... 2022-03-24,2022-03-24,实施细则;辅助服务,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245749.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_25.html
20260502_020427,CAND-BDFBAB6188C6,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,关于2022年新建风电、光伏发电项目上网电价政策有关事项的通知（川发改价格〔2022〕194号）,2022-04-26,上网电价,HTML,46,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/tzgg/2022/4/26/7f97f4d664b54a22b2f5cd6ed83b5fa9.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_39.shtml
20260502_020427,CAND-5AEAA7B059EE,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于做好“五一”期间电力安全防范工作的通知 2022-04-27,2022-04-27,电力安全,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134292.html,https://scb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-7C4559F48D8D,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2021年12月辅助服务补偿及并网运行考核情况》进行公布的... 2022-05-10,2022-05-10,辅助服务,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134294.html,https://scb.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-5FF8F60146C5,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,四川新型储能发展支撑政策研究课题比选公告,2022-05-11,新型储能,HTML,46,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/tzgg/2022/5/11/84509387cd8f41deb6c86c92b37ac7f0.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_38.shtml
20260502_020427,CAND-9F93B4853CB2,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《中国南方区域电力市场运营规则（征求意见稿）》意见的通告 2022-05-30,2022-05-30,电力市场;运营规则,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245769.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_23.html
20260502_020427,CAND-A9542321B92A,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,国家能源局关于印发全国电力安全生产大检查工作方案的通知 2022-06-09,2022-06-09,电力安全,HTML,46,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3847.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-0DE0B8B170D3,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局 华北电网公司 市电力公司关于印发2022年天津市统调电厂优先发电...2022-06-14,2022-06-14,电网,HTML,46,低分候选,暂不回填,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202206/t20220614_5905337.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_13.html
20260502_020427,CAND-FC4A8C2C4387,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于做好四川电力行业“迎峰度夏”期间防汛减灾和安全生产工作的通知 2022-06-24,2022-06-24,迎峰度夏,HTML,46,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134297.html,https://scb.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-C0CF33123AED,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于推荐南方能源监管局电力安全监管专家库专家有关事项的函 2022-07-19,2022-07-19,电力安全,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245784.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_22.html
20260502_020427,CAND-747EDCE825B0,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,南方能源监管局电力安全监管专家库专家推荐表 2022-07-19,2022-07-19,电力安全,HTML,46,低分候选,暂不回填,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245785.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_22.html
20260502_020427,CAND-C087CBCB9006,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,关于认真做好国庆假期和党的二十大期间电力安全防范工作的通知 2022-09-26,2022-09-26,电力安全,HTML,46,低分候选,暂不回填,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75886.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_4.html
20260502_020427,CAND-642732708425,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省发展和改革委员会山西省能源局关于印发《关于完善能源绿色低碳转型体制机制和政策措施的实施意见》的通知,2022-10-08,绿色低碳,HTML,46,低分候选,暂不回填,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202309/t20230929_9418421.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=6&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
