抓取批次,候选编号,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,文档类型,质量分,入库状态,建议动作,原文链接,来源列表页
20260502_020427,CAND-ABF8F264A533,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于印发《上海市绿色电力交易实施方案》的通知,,电力交易,HTML,62,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_ny/20241017/a747867686704cccabc12e3e46956f27.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_12.html
20260502_020427,CAND-70D4C9F4D73B,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于印发《上海市配电网升级改造三年行动计划 （2023－2025年）实施方案》的通知,,电网;配电网,HTML,62,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_ny/20230201/ae09ea0f7995432182a70ec5560c70dc.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_24.html
20260502_020427,CAND-8F611517B8FC,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于印发《上海市新型电力系统调节能力奖励资金管理办法》的通知,,新型电力系统,HTML,58,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_gfxwj/20250519/463852516eb64060b6962fb68c2b75fb.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_7.html
20260502_020427,CAND-35862D6B8493,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于转发《国家发展改革委关于第三监管周期省级电网输配电价及有关事项的通知》的通知,,输配电价;电网,HTML,58,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_jggl/20230526/4b9fb8e9b852473899c791b22367bcbc.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_22.html
20260502_020427,CAND-1C89E2775E37,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于转发《国家发展改革委办公厅 国家能源局综合司关于加快推进电力现货市场建设工作的通知》的通知,,现货,HTML,58,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_ny/20230406/da7dcd044fc34ff8b8d65f6ebc2d0e04.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_30.html
20260502_020427,CAND-25191CE6EBA7,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于转发《国家能源局关于印发<坚强局部电网规划建设实施方案>的通知》的通知,,电网;电网规划,HTML,58,新增候选,建议回填待采集,http://fgw.sh.gov.cn/fgw_ny/20211101/b9687ba107154c23918e939d19434be7.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_39.html
20260502_020427,CAND-570F289F2B2E,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局 国家能源局华北监管局 内蒙古自治区发展改革委关于蒙西电力现货市场由试运行转入正式运行的通知,,现货,HTML,58,新增候选,建议回填待采集,https://nyj.nmg.gov.cn/slh/tz/202502/t20250224_2671670.html,https://nyj.nmg.gov.cn/slh/tz/index_23.html
20260502_020427,CAND-7ECF6F91DA55,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局 自治区工业和信息化厅关于印发《内蒙古自治区蒙西电网需求侧响应实施细则（1.0版）》的通知,,实施细则;电网,HTML,58,新增候选,建议回填待采集,https://nyj.nmg.gov.cn/slh/tz/202209/t20220905_2123928.html,https://nyj.nmg.gov.cn/slh/tz/index_32.html
20260502_020427,CAND-80D4ECD388D5,SRC-MU-002,直辖市,北京,北京市经济和信息化局-政策文件,北京市经济和信息化局,北京市经济和信息化局关于印发《北京市新型储能产业发展实施方案（2024—2027年）》的通知,,新型储能,HTML,58,新增候选,建议回填待采集,https://jxj.beijing.gov.cn/zwgk/2024zcwj/202412/t20241205_3957632.html,https://jxj.beijing.gov.cn/zwgk/2024zcwj/index_8.html
20260502_020427,CAND-5CD4474B0A15,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省发展改革委 广东省能源局转发关于进一步推动新型储能参与电力市场和调度运用和“十四五”新型储能发展实施方案的通知06-24,,电力市场;新型储能,HTML,58,新增候选,建议回填待采集,https://drc.gd.gov.cn/snyj/tzgg/content/post_3956651.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_40.html
20260502_020427,CAND-C970B071A737,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于印发广东省推进能源高质量发展实施方案的通知05-24,,高质量发展,HTML,58,新增候选,建议回填待采集,https://drc.gd.gov.cn/snyj/tzgg/content/post_4186275.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_24.html
20260502_020427,CAND-B8AE541F275A,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力用户与发电企业直接交易规则(试行)》的通知 2014-03-14,2014-03-14,交易规则,HTML,58,新增候选,建议回填待采集,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110126.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_25.html
20260502_020427,CAND-8836090C52E8,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订《山东省电力用户与发电企业直接交易规则》的通知 2015-12-29,2015-12-29,交易规则,HTML,58,新增候选,建议回填待采集,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110249.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_16.html
20260502_020427,CAND-9D85E1DB7A69,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于印发《贵州省电力市场交易规则（试行）》的通知 2016-06-20,2016-06-20,电力市场;交易规则,HTML,58,新增候选,建议回填待采集,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3621.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_38.html
20260502_020427,CAND-BD7CBEE06EA1,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于转发《国家发展改革委 国家能源局关于印发<电力中长期交易基本规则（暂行）>的通知》的通知 2017-02-22,2017-02-22,中长期,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116090.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_40.html
20260502_020427,CAND-82EA1B2BDB99,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订2017年电力直接交易规则的通知 2017-03-09,2017-03-09,交易规则,HTML,58,新增候选,建议回填待采集,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110325.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_11.html
20260502_020427,CAND-16C823ACD2D1,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆电力辅助服务市场运营规则（试行）》的通知 2017-09-28,2017-09-28,运营规则;辅助服务,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116140.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-D4AAD508AA2C,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于印发《江苏省电力中长期交易规则（暂行）》的通知 2017-11-02,2017-11-02,交易规则;中长期,HTML,58,新增候选,建议回填待采集,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32079.html,https://jsb.nea.gov.cn/dtyw/tz/index_10.html
20260502_020427,CAND-C0039114F92E,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建能源监管办关于征求《福建省电力市场交易规则(试行)》拟修订和补充条款意见的... 2018-10-19,2018-10-19,电力市场;交易规则,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221189.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_34.html
20260502_020427,CAND-936B478D1F13,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于做好2019年电力市场化交易注册绑定有关工作的通知 2018-10-29,2018-10-29,电力市场;市场化交易;注册,HTML,58,新增候选,建议回填待采集,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32126.html,https://jsb.nea.gov.cn/dtyw/tz/index_7.html
20260502_020427,CAND-5359AA8284CA,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于印发《冀北电网集中式光伏扶贫电站优先调度实施细则（试行）》... 2018-11-05,2018-11-05,实施细则;电网,HTML,58,新增候选,建议回填待采集,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120193.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_32.html
20260502_020427,CAND-5B0D55E3A431,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）》补充条款的通知 2018-11-26,2018-11-26,实施细则;调峰,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116232.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-2950343FAABF,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆区域电力市场信息披露实施细则（试行）》的通知 2018-12-06,2018-12-06,电力市场;实施细则,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116238.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-B2EB4E219D4C,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）... 2018-12-22,2018-12-22,交易规则;辅助服务;调峰,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221205.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_32.html
20260502_020427,CAND-F9FA14325D1F,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,江苏能源监管办关于印发《江苏增量配电网企业供电服务规范（试行）》的通知 2019-01-07,2019-01-07,电网;配电网,HTML,58,新增候选,建议回填待采集,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32131.html,https://jsb.nea.gov.cn/dtyw/tz/index_7.html
20260502_020427,CAND-60F4C79A3DF8,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆电力市场监管实施细则（试行）》的通知 2019-01-17,2019-01-17,电力市场;实施细则;市场监管,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116252.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_29.html
20260502_020427,CAND-F67E0AF46B18,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知 2019-04-10,2019-04-10,实施细则,HTML,58,新增候选,建议回填待采集,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110394.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_7.html
20260502_020427,CAND-565A5A12ECED,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局印发《关于加强电力中长期交易监管的意见》的通知（国能发监管〔2019〕7... 2019-09-18,2019-09-18,中长期,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221213.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_28.html
20260502_020427,CAND-B0BD03664171,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于转发《国家能源局印发关于加强电力中长期交易监管的意见的通知》的通知 2019-12-26,2019-12-26,中长期,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116363.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-91F27D9B7D17,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆电力市场信息报送实施细则（试行）》的通知 2020-04-14,2020-04-14,电力市场;实施细则,HTML,58,新增候选,建议回填待采集,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116391.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_20.html
20260502_020427,CAND-975B75285DAF,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建能源监管办关于征求《福建省电力调峰辅助服务交易规则（试行）（2020年修订版... 2020-05-28,2020-05-28,交易规则;辅助服务;调峰,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221232.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-3BF8700E79BC,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局福建监管办公室关于印发《福建省电力调峰辅助服务交易规则(试行)(2020年... 2020-06-30,2020-06-30,交易规则;辅助服务;调峰,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221236.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_24.html
20260502_020427,CAND-A765E1CC441B,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于印发《华中区域并网发电厂辅助服务管理实施细则》和《华... 2020-09-07,2020-09-07,实施细则;辅助服务,HTML,58,新增候选,建议回填待采集,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165548.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_10.html
20260502_020427,CAND-CCC64E163E2E,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化... 2020-11-09,2020-11-09,电力市场;交易规则;市场化交易,HTML,58,新增候选,建议回填待采集,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120293.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_26.html
20260502_020427,CAND-7E77F1809361,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《南方区域发电厂并网运行管理实施细则》及《南方区域并网发电厂辅助服务... 2020-12-31,2020-12-31,实施细则;辅助服务,HTML,58,新增候选,建议回填待采集,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245631.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_33.html
20260502_020427,CAND-816135392CBA,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于印发2021年春节期间电力需求响应实施细则的通知2021-02-05,2021-02-05,实施细则,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202107/t20210713_5507773.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_19.html
20260502_020427,CAND-DD952557A26A,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,四川能源监管办发布新版电力中长期交易规则 2021-02-23,2021-02-23,交易规则;中长期,HTML,58,新增候选,建议回填待采集,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134239.html,https://scb.nea.gov.cn/dtyw/tzgg/index_25.html
20260502_020427,CAND-63DBCD549E20,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》... 2021-04-25,2021-04-25,跨省,HTML,58,新增候选,建议回填待采集,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245648.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_32.html
20260502_020427,CAND-BD716B69BADA,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,关于印发福建省配电网建设及供电能力重点监管工作方案的通知（闽监能稽查〔2021〕4... 2021-06-04,2021-06-04,电网;配电网,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221261.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_16.html
20260502_020427,CAND-9819FB14BF7E,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于印发2021年夏季电力需求响应实施细则的通知2021-07-05,2021-07-05,实施细则,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202107/t20210705_5495772.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_17.html
20260502_020427,CAND-887CA055C6D2,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,关于统调统分燃煤发电市场化交易配比电量上网电价有关事项的通知（川发改价格〔2021〕265号）,2021-08-09,市场化交易;上网电价,HTML,58,新增候选,建议回填待采集,https://fgw.sc.gov.cn/sfgw/tzgg/2021/8/9/b4a3a936da134aa69d86fef113e4b7ab.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_47.shtml
20260502_020427,CAND-C561726DF713,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局 西藏自治区能源局关于印发《西藏自治区电力中长期交易实施细... 2021-09-10,2021-09-10,中长期,HTML,58,新增候选,建议回填待采集,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165562.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_9.html
20260502_020427,CAND-E0C129041587,SRC-PR-003,省级监管,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,浙江能源监管办关于印发2022年浙江省电力中长期交易相关合同示范文本的通知 2021-12-17,2021-12-17,中长期,HTML,58,新增候选,建议回填待采集,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75877.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_4.html
20260502_020427,CAND-FCBBC795F1F2,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,国家能源局南方监管局广西壮族自治区工业和信息化厅关于《印发广西电力中长期交易... 2021-12-20,2021-12-20,中长期,HTML,58,新增候选,建议回填待采集,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245719.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_27.html
20260502_020427,CAND-10954479ADD0,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于做好天津市2022年电力市场化交易工作的通知2021-12-20,2021-12-20,电力市场;市场化交易,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202112/t20211220_5755278.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_14.html
20260502_020427,CAND-A53E2100B825,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,关于印发《四川省电网企业代理购电工作实施方案》的通知（川发改价格〔2021〕544号）,2021-12-29,电网,HTML,58,新增候选,建议回填待采集,https://fgw.sc.gov.cn/sfgw/tzgg/2021/12/29/7c34cc154a254d5ea72b5630ad246823.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_42.shtml
20260502_020427,CAND-7EEF2D35E69A,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于印发2022年电力需求响应实施细则的通知2022-01-24,2022-01-24,实施细则,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202201/t20220124_5787811.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_14.html
20260502_020427,CAND-0E281D1CAED8,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省能源局关于印发《源网荷储一体化项目管理办法》的通知,2022-05-30,源网荷储,HTML,58,新增候选,建议回填待采集,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/gfxwj/xxyx_82093/202309/t20230927_9418425.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=7&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
20260502_020427,CAND-0FBB03FA6C2C,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《南方区域电力并网运行管理实施细则》《南方区域电力辅助服务管理实施细... 2022-06-13,2022-06-13,实施细则;辅助服务,HTML,58,新增候选,建议回填待采集,https://nfj.nea.gov.cn/xwzx/tzgg/202310/t20231009_140145.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_23.html
20260502_020427,CAND-C9353A3B5B7D,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知 2022-08-12,2022-08-12,实施细则;辅助服务,HTML,58,新增候选,建议回填待采集,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32209.html,https://jsb.nea.gov.cn/dtyw/tz/index_2.html
20260502_020427,CAND-94D2FE448EDD,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省能源局关于印发《“十四五”新型储能发展实施方案》的通知,2022-09-30,新型储能,HTML,58,新增候选,建议回填待采集,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202309/t20230929_9418420.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=6&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
20260502_020427,CAND-DEF04B1A766F,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于做好天津市2023年电力市场化交易工作的通知2022-11-16,2022-11-16,电力市场;市场化交易,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202211/t20221116_6035225.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_11.html
20260502_020427,CAND-4804A599802B,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于印发2023年春节期间电力需求响应实施细则的通知2023-01-16,2023-01-16,实施细则,HTML,58,新增候选,建议回填待采集,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202301/t20230116_6080885.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_10.html
20260502_020427,CAND-3905C0AD10C9,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省发展和改革委员会山西省能源局关于印发《山西省煤炭行业碳达峰实施方案》的通知,2023-10-19,碳达峰,HTML,58,新增候选,建议回填待采集,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202311/t20231130_9436433.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=12&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
20260502_020427,CAND-26D33939CFD9,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电... 2023-11-22,2023-11-22,实施细则,HTML,58,新增候选,建议回填待采集,https://xbj.nea.gov.cn/dtyw/tzgg/202312/t20231214_220695.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_14.html
20260502_020427,CAND-2AB70BEFDCAF,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电... 2025-01-02,2025-01-02,实施细则,HTML,58,新增候选,建议回填待采集,https://xbj.nea.gov.cn/dtyw/tzgg/202501/t20250102_274863.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_9.html
20260502_020427,CAND-116B91877649,SRC-P-036,省级,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,关于开展2025年电网侧新型储能项目申报工作的通知（川发改能源〔2025〕65号）,2025-02-18,新型储能;电网,HTML,58,新增候选,建议回填待采集,https://fgw.sc.gov.cn/sfgw/c106095/2025/2/18/07382c529ec54d71955c048d0aa97356.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_13.shtml
20260502_020427,CAND-07800C683BD7,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省能源局关于加强2025年新型储能管理工作的通知,2025-05-06,新型储能,HTML,58,新增候选,建议回填待采集,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202505/t20250506_9826452.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=5&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
20260502_020427,CAND-A0DC05450750,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建能源监管办关于公开征求《福建电力市场规则体系管理办法（试行）（征求意见稿... 2025-07-04,2025-07-04,电力市场;规则体系,HTML,58,新增候选,建议回填待采集,https://fjb.nea.gov.cn/dtyw/tzgg/202507/t20250704_283947.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_2.html
20260502_020427,CAND-DC02450597F1,SRC-P-037,省级,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省能源局关于印发2025年第三季度新型储能项目库调整清单的通知,2025-09-23,新型储能,HTML,58,新增候选,建议回填待采集,http://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202509/t20250925_9966030.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=5&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
20260502_020427,CAND-4CAB7D0BE01B,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知(发改能源〔2025〕1144号),,新型储能,HTML,56,新增候选,建议回填待采集,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202509/t20250912_1400425.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_1.html
20260502_020427,CAND-D5C2C507CAA3,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于修订印发《上海市售电公司及相关主体准入与退出管理实施细则》的通知,,实施细则,HTML,54,低分候选,暂不回填,http://fgw.sh.gov.cn/fgw_ny/20211101/ccbb463fcb0b49fb90ffa5ca823072b1.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_45.html
20260502_020427,CAND-0616085EBD44,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于印发《上海市能源电力领域碳达峰实施方案》的通知,,碳达峰,HTML,54,低分候选,暂不回填,http://fgw.sh.gov.cn/fgw_ny/20220811/9d34b9bc81a745a8be9c0b4368a70de1.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_28.html
